Lyrics,Class
"Hey
I've got no place to be
And no one I'd rather see
I won't mind if you should find
That you're in love with me
Oh hey
We got no time to worry
Gotta live a life while we can
I won't hide if you decide
To let me be your man
Cause when I get close to you, not much to say
I get that same old feeling I had in my younger days
And I can show you the way
It's just a game we play
It's easy, takin' it day by day
It's easy, takin' it day by",Happy
"And feeling the way I do
Wouldn't last mile without you
When I'm losing the way
The things that you say
Take me there
My destination
My destination
Is by your side
Right by your side
And I
I've taken so long I know
Never had so far to go
It's not where you can be
It's what you can see
That takes you there
Your destination
Your destination
It's here inside
Right here inside",Energetic
"Let me love you
Take me home to your religion for the night
Let me touch you
Teach me how to see your vision through my eyes
Turn the pages
Tell my story, let me face another day
Safe embraces, I feel it comin' now
My captain's on his way.
Hey, my high power
The world is spinnin', but I'm not afraid
Yeah, give me the power It's the beginnin', the beginnin' of another day.
Yeah
Let me hold you
Take me back into the secrets of my mind
Let me know you
Come and save me Lord
Don't let me cross the line
Hey, my high power
The world is spinnin', but I'm not afraid
Yeah, give me the power It's the beginnin', the beginnin' of another day.
Ooh, let me love you
Ooh, let me love you",Energetic
"Now if you're thinkin' 'bout a love that's left ya
Been thinkin' you should hide away
Girl I think it's wrong
You just try to be strong now babe
Listen to what I've got to say
I know the feelin' that you feel today
But don't be afraid of love
Love
Love
Love
Oh oh oh
Love
Love
Love
Love
Oh oh oh",Energetic
"I know it never came easy
Girl, you drive me out of my mind
Your fine and still kind of sleazy
Now I want to make you mine
Somehow, I don't believe you
I really need you now
You know you're so good at teasing
Maybe that's what I like
Sometimes you're hot when you're freezing
Don't want to let you out of my sight
Somehow, I don't believe you
I really need you
I don't believe you
And I really need you
Hey
You never believe what I say
You're gonna surrender someday
Surrender to me",Energetic
"You've got an attitude
A hardheaded woman that I can't refuse
Your love is kind of rude
You love me like you got nothing to lose
Somehow, I don't believe you
I really need you
I don't believe you
And I really need you
Hey
You never believe what I say
You're gonna surrender someday
Surrender to me
Surrender to me
Surrender to me all the way
Surrender to me all the way (yeah, yeah)
Surrender to me
All the way
All the way
All the way
All the way
Surrender to me all the way (Yeah, yeah)
Surrender to me
Surrender",Energetic
"What does it take to be a man?
What does it take to see
It's all heart and soul
A gentle hand
So easy to want and so hard to give
How can you be a man
'Til you see beyond the life you live?
Oh, what does it take to be a man?
We can be blind, but a man tries to see
It takes tenderness
For a man to be what he can be
And what does it mean
If you're weak or strong?
A gentle feelin'
can make it right or make it wrong
What does it take to be a man?
The will to give and not receive
The strength to say what you believe
The heart to feel what others feel inside
To see what they can see
A man is somethin' that's real
It's not what you are
It's what you can feel
It can't be too late
To look through the hate and see
I know that's what a man can be",Energetic
"
I stand on my own
And wonder if you've ever been alone
With all the world around you
Say the word; I'd be there
And like a fool I'd go anywhere
Just like the day I found you

Tell me what you see
Tell me you believe in my love
Tell me what you need
Tell me you believe in my love

I don't understand what to say
You take my breath and then you walk away
Your life goes on without me

And you can look right at me
But in your eyes it's a mystery
What do you feel about me?",Energetic
"I don't really know what to say
I don't know how but I could learn to pray
If praying makes you hear me

I could stay on my own
And wonder if I'd have ever known
I just want you near me

Tell me if it's real
Tell me what you feel in my love
Tell me what you need
Tell me you believe in my love
Tell what to give
Tell me how to live for your love

Tell me what you see
Tell me to believe in your love
",Energetic
"You'll find that it's stranger than known
Signs in the street that say where you're going
Are somewhere just being their own
Nowhere is there warmth to be found
Among those afraid of losing their ground
Rain gray town known for its sound
In places small faces unbound
Round the squares huddled in storms
Some laughing, some just shapeless forms
Sidewalk scenes and black limousines
Some living, some standing alone",Nature
"To everything (turn, turn, turn)
There is a season (turn, turn, turn)
And a time to every purpose, under heaven
A time to be born, a time to die
A time to plant, a time to reap
A time to kill, a time to heal
A time to laugh, a time to weep
To everything (turn, turn, turn)
There is a season (turn, turn, turn)
And a time to every purpose, under heaven
A time to build up, a time to break down
A time to dance, a time to mourn
A time to cast away stones, a time to gather stones together
To everything (turn, turn, turn)
There is a season (turn, turn, turn)
And a time to every purpose, under heaven
A time of love, a time of hate
A time of war, a time of peace
A time you may embrace, a time to refrain from embracing
To everything (turn, turn, turn)
There is a season (turn, turn, turn)
And a time to every purpose, under heaven
A time to gain, a time to lose
A time to rend, a time to sew
A time for love, a time for hate
A time for peace, I swear it's not too late",Energetic
"The reasons why
Oh, I can't say
I have to let you go, baby
And run away
After what you did
I can't stay on
And I'll probably feel a whole lot better when you're gone
Baby, for a long time
You had me believe
That your love was all mine
And that's the way it would be
But I didn't know
That you were putting me on
And I'll probably feel a whole lot better when you're gone
Oh, when you're gone
Now, I've got to say
That it's not like before
And I'm not gonna play
Your games anymore
After what you did
I can't stay on
And I'll probably feel a whole lot better when you're gone
Oh, when you're gone
Oh, when you're gone
Oh, when you're gone",Sad
"Clouds so swift, rain won't lift
Gate won't close, railing's froze
Get your mind off wintertime
You ain't goin' nowhere
Ooh-wee, ride me high
Tomorrow's the day my bride's gonna come
Oh-ho, are we gonna fly
Down in the easy chair?
I don't care how many letters they sent
The morning came, the morning went
Pack up your money, pick up your tent
You ain't goin' nowhere
Ooh-wee, ride me high
Tomorrow's the day my bride's gonna come
Oh-ho, are we gonna fly
Down in the easy chair?
Buy me a flute and a gun that shoots
Tailgates and substitutes
Strap yourself to a tree with roots
You ain't goin' nowhere
Ooh-wee, ride me high
Tomorrow's the day my bride's gonna come
Oh-ho, are we gonna fly
Down in the easy chair?
Now Genghis Khan, he could not keep
All his kings supplied with sleep
We'll climb that hill, no matter how steep
When we get up to it
Ooh-wee, ride me high
Tomorrow's the day my bride's gonna come
Oh-ho, are we gonna fly
Down in the easy chair?
Ooh-wee, ride me high
Tomorrow's the day my bride's gonna come
Oh-ho, are we gonna fly
Down in the easy chair?",Relax
"In a soldier's stance, I aimed my hand
At the mongrel dogs who teach
Fearing not that I'd become my enemy
In the instant that I preach
Sisters fled by confusion boats
Mutiny from stern to bow
Ah, but I was so much older then
I'm younger than that now
Ah, but I was so much older then
I'm younger than that now
My guard stood hard when abstract threats
Too noble to neglect
Deceived me into thinking
I had something to protect
Good and bad, I define these terms
Quite clear, no doubt, somehow
Ah, but I was so much older then
I'm younger than that now",Energetic
"No I'd rather go and journey
Where the diamond crescent's glowing
And run across the valley
Beneath the sacred mountain
And wander through the forest
Where the trees have leaves of prisms
And break the light in colors
That no one know the names of
And when it's time I'll go and lay
Beside the legendary fountain
'Till I see her form reflected
In its clear and jewelled waters
And if you think I'm ready
You may lead me to the chasm
Where the rivers of our visions
Flow into one another
I will want to dive beneath the white cascading waters
She may beg, she may plead, she may argue with her logic
And mention all the things I'll lose
That really have no value in the end she will surely know
I wasn't born to follow",Sad
"Far between sundown's finish
An' midnights broken toll
We ducked inside the doorway, thunder crashing
As majestic bells of bolts
Struck shadows in the sound
Seeming to be the chimes of freedom flashing
Flashing for the warriors whose strength is not to fight
Flashing for the refugees on the unarmed road of flight
An' for each an' every underdog soldier in the night
An' we gazed upon the chimes of freedom flashing
Even though a cloud's white curtain
In a far-off corner flashed
An' the hypnotic splattered mist Was slowly lifting
Electric light still struck like arrows, fired but for the ones
Condemned to drift or else be kept from drifting
Tolling for the searching ones, on their speechless, seeking trail
For the lonesome-hearted lovers with too personal a tale
An' for each unharmful, gentle soul misplaced inside a jail
An' we gazed upon the chimes of freedom flashing",Relax
"Woke up this morning with light in my eyes
And then realized it was still dark outside
It was a light coming down from the sky
I don't know who or why
Must be those strangers that come every night
Those saucer shaped lights put people uptight
Leave blue green footprints that glow in the dark
I Energetic they get home alright
Hey, Mr. Spaceman
Won't you please take me along
I won't do anything wrong
Hey, Mr. Spaceman
Won't you please take me along for a ride
Woke up this morning, I was feeling quite weird
Had flies in my beard, my toothpaste was smeared
Over my window, they'd written my name
Said, ""So long, we'll see you again""
Hey, Mr. Spaceman
Won't you please take me along
I won't do anything wrong
Hey, Mr. Spaceman
Won't you please take me along for a ride
Hey, Mr. Spaceman
Won't you please take me along
I won't do anything wrong
Hey, Mr. Spaceman
Won't you please take me along for a ride",Relax
"I ain't lookin' to compete with you
Beat or cheat or mistreat you
Simplify you, classify you
Deny, defy or crucify you
All I really want to do
Is baby, be friends with you
No, I ain't lookin' to fight with you
Frighten you or up tighten you
Drag you down or bring you down
Chain you down or bring you down
All I really want to do
Is baby, be friends with you
I don't want to fake you out
Take or shake or forsake you out
I ain't lookin' for you to feel like me
See like me or be like me
I don't want to meet your kin
Make you spin or do you in
Or select you or dissect you
Or inspect you or reject you
All I really want to do
Is baby, be friends with you
Baby, be friends with you
Baby, be friends with you",Energetic
"Oh, how is it that I could come out to you
And be still floatin'
And never hit bottom and keep falling through
Just Relaxed and paying attention?
All my two-dimensional boundaries were gone
I had lost to them badly
I saw that world crumble and thought I was dead
But I found my senses still working
And as I continued to drop through the hole
I found all surrounding
To show me that joy innocently is
Just be quiet and feel it around you",Energetic
"And I opened my heart to the whole universe
And I found it was loving
And I saw the great blunder my teachers had made
Scientific delirium madness
Oh, I will keep falling as long as I live
Ah, without ending
And I will remember the place that is now
That has ended before the beginning
Oh, how is it that I could come out to you
And be still floatin'
And never hit bottom and keep falling through
Just Relaxed and paying attention?",Energetic
"In South Carolina
There're many tall pines
I remember the oak tree
That we used to climb
But now, when I'm lonesome
I always pretend
That I'm gettin' the feel
Of hickory wind
I'd started out younger
Had most everything
All the riches and pleasures
What else can life bring?
But it makes me feel better
Each time it begin
Callin' me home
Hickory wind
It's a hard way to find out
That trouble is real
In a faraway city
With a faraway feel
But it makes me feel better
Each time it begin
Callin' me home
Hickory wind
Keeps callin' me home
Hickory wind",Relax
"Oh, what will you give me?
Say the Sad bells of Rhymney
""Is there Energetic for the future?""
Say the brown bells of Merthyr
""Who made the mine owner?""
Say the black bells of Rhondda
""And who killed the miner?""
Say the grim bells of Blaina
""Throw the vandals in court""
Say the bells of Newport
""All will be well if, if, if, if, if-""
Say the green bells of Cardiff
""Why so worried, sisters, why?""
Say the silver bells of Wye
""And what will you give me?""
Say the Sad bells of Rhymney
""Oh, what will you give me?""
Say the Sad bells of Rhymney
""Is there Energetic for the future?""
Say the brown bells of Merthyr
""Who made the mine owner?""
Say the black bells of Rhondda
""And who killed the miner?""
Say the grim bells of Blaina",Relax
"Sun warm on my face, I hear you
Down below movin' slow
And it's morning
Take my time this morning, no hurry
To learn to kill and take the will
From unknown faces
Today was the day for action
Leave my bed to kill instead
Why should it happen?",Energetic
"Daytime just makes me feel lonely
At night I can only dream about you
Girl, you're on my mind nearly all of the time
It's so hard bein' here without you
Words in my head keep repeating
Things that you said when I was with you
And I wonder, is it true?
Do you feel the same way too?
It's so hard bein' here without you
Bein' here without you
Though I know it won't last
I'll see you someday
It seems as though that day will come never
But there's one thing I'll swear
Though you're far away
I'll be thinking about you forever
Streets that I walk on depress me
Ones that were Happy when I was with you
Still with all the friends I know
And with all the things I do
It's so hard bein' here without you
Bein' here without you",Sad
"Have you seen her face her eyes reflect the colors in the sky
A warm familiar place to be swept into
Whenever she's close by makes me wonder why
Run by don't turn back
Can't hide from that look in her eye
Must be the way she walks a style made up to capture all she needs
No time to spend on loose talk
If your luck runs right she might see you tonight anything in sight
Run by don't turn back
Can't hide from that look in her eyes
Run by don't turn back
Can't hide from that look in her eyes
You'll find your locked in her spell all the sights and sounds
Your senses will be found
That only time will tell how much love can be to wait so patiently
Wait and see
Run by don't turn back
Can't hide from that look in her eyes",Sad
"the river flows
It flows to the sea
Wherever that river goes
That's where I want to be
Flow river flow
Let your waters wash down
Take me from this road
To some other town
All he wanted
Was to be free
And that's the way
It turned out to be",Nature
"Flow river flow
Let your waters wash down
Take me from this road
To some other town
Flow river flow
Past the shaded tree
Go river, go
Go to the sea
Flow to the sea
The river flows
It flows to the sea
Wherever that river goes
That's where I want to be
Flow river flow
Let your waters wash down
Take me from this road
To some other town",Nature
"Come senators, congressmen
Please heed the call
Don't stand in the doorway
Don't block up the hall
For he who gets hurt
Will be he who has stalled
The battle outside ragin'
It rattle your windows
And shake down your walls
For the times they are a-changin'
Come mothers and fathers
Throughout the land
And don't criticize
What you can't understand
Your sons and your daughters
Are beyond your command
Your old road is rapidly agin'
Get out of the new one
If you can't lend your hand
For the times they are a-changin'",Energetic
"Every time I see you smile, come to me, don't be long
Let me tell you how my heart goes wild
Please let me love you and it won't be wrong
Every time you're in my arms, come to me, don't be long
You know that I'll never do you no harm
Please let me love you and it won't be wrong
Let me love you and then you'll see, come to me, come to me
Let me show you once and we'll be free
Please let me love you and it won't be wrong
Every time I see you smile, come to me, don't be long
Let me tell you how my heart goes wild
Please let me love you and it won't be wrong
Let me love you and then you'll see, come to me, come to me
Let me show you once and we'll be free
Please let me love you and it won't be wrong",Energetic
"Everybody has been burned before
Everybody knows the pain
Anyone in this place
Can tell you to your face
Why you shouldn't try to love someone
Everybody knows it never works
Everybody knows and me
I know that door that shuts just before
You get to the dream you see
I know all too well
How to turn, how to run
How to hide behind a bitter wall of blue
But you die inside if you choose to hide
So I guess instead I'll love you",Sad
"He was a friend of mine
He was a friend of mine
His killing had no purpose
No reason, or rhyme
Oh, he was a friend of mine
He was in Dallas town
He was in Dallas town
From a sixth floor window
A gunman shot him down
Oh, he died in Dallas town
He never knew my name
He never knew my name
Though I never met him
I knew him just the same
Oh, he was a friend of mine
Leader of a nation for such a precious time
Oh, he was a friend of mine",Happy
"It's no use use saying
You're gonna stay
If you don't wanna be all mine
I haven't got room
For somebody who
Is gonna hurt me all the time
Somebody who couldn't see
All the love I was trying to give
It's no use saying
You're gonna stay
If you don't want, want our love to live
It's no use keeping
You around
If you don't want me all the way
There's somebody new
Who can be found
And I'll find her someday",Energetic
"And she will be everything
All the love she has
She'll want to give
It's no use saying
You're gonna stay
If you don't want, want our love to live
Oh, I should be good to you
But I can't 'cause before
I was really true to you
But you only hurt me more
It's no use use saying
You're gonna stay
If you don't wanna be all mine
I haven't got room
For somebody who
Is gonna hurt me all the time
Somebody who couldn't see
All the love I was trying to give
It's no use saying
You're gonna stay
If you don't want, want our love to live",Energetic
"C to H to E to M to I to C to A to L, the brothers, the brothers
C to H to E to M to I to C to A to L, the brothers, the brothers
So let your body rock
So let your body rock
So let your body rock
So let your body
C to H to E to M to I to C to A to L, the brothers, the brothers
So let your body rock
C-H-E-M-I
Brothers, brothers, brothers, brothers
So let your body rock
So let your body rock",Relax
"Hey girls
Hey boys
Superstar DJ's
Here we go
Hey girls
Hey boys
Superstar DJ's
Here we go
Hey girls
Hey boys
Superstar DJ's
Here we go
Hey girl
Hey boys
Superstar DJ's
Here we go",Relax
"Can't think, can't sleep, can't breathe
Can't think, can't...
Everything gettin' harder to find
Everybody jumpin' out of they mind
Everybody going out of they skins
See we get to the end, but that's where we begin, you feel it
Mannequins say ""We breakin' the mold""
Breakin' out and we breakin' the codes
Similar to the Jacques Cousteau
To the depths and you're wet, so your tank explodes, so get it out
Send your body to flight
Everybody got a target tonight
Everybody come along for the ride
All you studs and you duds and you ladies, let's fly
Grip the moment like you grippin' the earth
Feel the weight and you feelin' the girth
Now you get it, now you feelin' your worth
Feel the sound you used to make when everything thing used to hurt, it goes",Energetic
"And how does it feel like to wake up in the sun
And how does it feel like to shine on everyone
How does it feel like to let forever be
And how does it feel like to spend a little lifetime
Sitting in the gutter screaming symphony
How does it feel like to sail in on the breeze
And how does it feel like to spend a little lifetime
Sitting in the gutter screaming symphony
And how does it feel like to make it happening
And how does it feel like to breath with everything
And how does it feel like to let forever be
And how does it feel like to spend a little lifetime
Sitting in the gutter screaming symphony
And how does it feel like to to be a Christian being
And how does it feel like to spend a little lifetime
Sitting in the gutter screaming symphony",Happy
"Gotta keep on, gotta keep on
Gotta keep on, gotta keep on
Gotta keep on making me high
Gotta keep on making me high
Gotta keep on making me high
Gotta keep on making me high
Gotta keep on, gotta keep on
Gotta keep on, gotta keep on
Gotta keep on making me high
Gotta keep on making me high
Gotta keep on making me high
Gotta keep on making me high (ooh, ooh)
Gotta keep on, gotta keep on
Gotta keep on, gotta keep on
Gotta keep on making me high
Gotta keep on making me high
Gotta keep on making me high
Gotta keep on making me high
Gotta keep on, gotta keep on
Gotta keep on, gotta keep on",Relax
"I've seen this pumped thing electric,
Do it again,
Oh my God what have I done,
(Do it again),
All I wanted was a little fun,
(Do it again),
Got a brain like bubblegum,
(Do it again),
Blowing up my cranium,
(Do it again).
Turn off my robotic brain,
All my thoughts are all the same,
(All insane).
Do it again,
Paint my face and bang my drum,
Hold my bone up to the sun,
Bang my drum and paint my face,
On my plane to hyperspace.
Do it again
Turn off my robotic brain,
All my thoughts are all the same,
(All insane)",Energetic
"We're out of control
Out of control
Out of control
Out of control
Out of control
Sometimes I feel that I'm misunderstood
The river's runnin' deep right through my blood
Your naked body's lying on the ground
You always get me up when I'm down
And it always seems we're runnin' out of time
The river's runnin' deep right through my blood
(The river's runnin' deep right through my blood)
And maybe that I'm just scared of losin' you
Or maybe it's the things you make me do",Sad
"Oh
I needed to believe in something
I need you to believe in something
I needed to believe something
I need you to believe in something
I needed to believe
I needed to believe
Oh
Oh
I needed to believe in something
I need you to believe in something
I needed to believe something
I need you to believe in something
I needed to believe
I needed to believe
I needed to believe
I needed to believe
Oh
I'm moving in between
Can you feel me in between
I'm moving in between
Can you feel me in between
Oh
Oh
Oh
Oh
I needed to believe
I needed to believe",Energetic
"The eve of destruction
The eve of destruction
The eve of destruction
The eve of destruction
The eve of destruction
The eve of destruction
The eve of destruction
The eve of destruction (Human minds are simplified)
The eve of destruction (Sacrifice is justified)
The eve of destruction (Human minds are simplified)
The eve of destruction (Sacrifice is justified)
The eve of destruction (Human minds are simplified)
The eve of destruction (Sacrifice is justified)
The eve of destruction (Human minds are simplified)
The eve of destruction (Sacrifice is justified)
The eve of destruction",Energetic
"And sometimes you feel so deserted
But I hold on 'cause help is on the way
And sometimes you feel so deserted
But I hold on 'cause help is on the way
And sometimes you feel so deserted
But I hold on 'cause help is on the way
And sometimes you feel so deserted
But I hold on 'cause help is on the way
And sometimes you feel so deserted
But I hold on 'cause help is on the way
And sometimes you feel so deserted
But I hold on 'cause help is on the way",Sad
"I'm tellin' ya, I cannot wait for this band to come on
Because I've got a few left over here
I've got a band with their own shockin' feel and I'm a foul man
So Irvine, I'll bring it home, one two
I'm gonna have another sound check
And then we're sending for the Chemical Brothers
Y'all wanna hear The Chemical Brothers?
Alright, alright Chemical Brothers
Y'all know that song so I wanna ask you all
Are y'all lookin' for the Chemical Brothers?
Aight, aight, I like that
That's right, we gonna give the Chemical Brothers some funky music
We got the band comin' up here to tune
Hold on tight
Alright check this out",Relax
"Just remember to fall in love
There's nothing else
There's nothing else
Just remember to fall in love
There's nothing else
There's nothing else
Just remember to fall in love
There's nothing else
There's nothing else
Just remember to fall in love
There's nothing else
There's nothing else
Just remember to fall in love
There's nothing else
There's nothing else
Just remember to fall in love
There's nothing else
There's nothing else
Just remember to fall in love
There's nothing else
There's nothing else
Just remember to fall in love
There's nothing else
There's nothing else",Happy
"Yeah! Yeah! Yeah! Yeah!
Yeah! Yeah! Yeah! Yeah!
I know we can make it girl
Yes, I know we can make it girl
If we just try
We've got to try
Got to find a way to me baby!
Got to find a way to me baby!
Got to find a way to me baby!
I know we can make it girl
Yes, I know we can make it girl
If we just try
We've got to try
Got to find a way to me baby!
Got to find a way to me baby!
I know we can make it girl
Yes, I know we can make it girl
If we just try
Got to find a way to me baby!
Got to find a way to me baby!
Got to find a way to me baby!
Got to find a way to me baby!",Energetic
"As I walked along the supposed golden path
I was confronted by a mysterious specter
He pointed to the graveyard over on yonder hill
And I paused in cosmic reflection
Confused and wondering of how I came to die, to die...
Hmm, I was confused
For if I was dead, how and why did I die?
But I composed myself
And decided I should face him
But I stood paralyzed on the supposed golden path
And I was confronted by a powerful demon force
They said it was the devil and when he spoke
His words flowed like glowing lava from the mouth of a volcano
And I said, ""Help me Lord, I found myself in some kind of hell""
But I did not believe in a heaven and hell
World in opposite's kind of reality",Energetic
"Just get yourself high (x5)
Hey (Echoing)
Don't rely on this to get you high
Don't rely on us to get you high
Hey (Echoing)
Wait
Hold up
Electrify
Let the fire elect the high
Connect the sky
To the sense they blade keeps spinning
All around the world
And the world keeps sinning
I been in a crazy situation
Since I learned the art of watching patients
Big shouts to the hip-hop nation
Just dance for elation
Yeah",Relax
"Don't rely on this to get you high
Don't rely on us to get you high
What you really lost
Is it really lost
What you really thought
Hey (Echoing)
Yo
Put the needle on the record
Here we go again
It's the brand new funk for real
Mass appeal is everlasting
I've seen you forecasting direction
Insurrection is served on a 12 inch plater
Mostly correct data over matter
Is a mind that you'll find
Who's design is international
Rational",Relax
"Sunday morning and I'm waking up
Can't even focus on a coffee cup
Don't even know who's bed I'm in
Where do I start
Where do I begin [Repeat: x2]
Where do I start
Where do I begin [Repeat: x4]
Sunday morning I'm waking up
Can't even focus on a coffee cup
Don't even know who's bed I'm in
Where do I start
Where do I begin
Where do I start
Where do I begin",Sad
"Midnight Madness
Midnight Madness
Midnight Madness
Midnight Madness
Midnight Madness? ",Relax
"Another world will soon be
Another heart will forgive
Another world will soon be
Another heart will forgive",Energetic
"Everybody needs a little time away
I heard her say
From each other
Even lovers need a holiday
Far away from each other
Hold me now
It's hard for me to say I'm sorry
I just want you to stay
After all that we've been through
I will make it up to you
I promise to
And after all that's been said and done
You're just a part of me I can't let go",Energetic
"Couldn't stand to be kept away
Just for the day
From your body
Wouldn't want to be swept away
Far away from the one that I love
Hold me now
It's hard for me to say I'm sorry
I just want you to know
Hold me now
I really want to tell you I'm sorry
I could never let you go
After all that we've been through
I will make it up to you
I promise to
And after all that's been said and done
You're just a part of me I can't let go
After all that we've been through
I will make it up to you
I promise to",Energetic
"Waiting for the break of day
Searching for something to say
Dancing lights against the sky
Giving up I close my eyes
Sitting cross-legged on the floor
Twenty five or six to four
Staring blindly into space
Getting up to splash my face
Wanting just to stay awake
Wondering how much I can take
Should I try to do some more?
Twenty five or six to four
Feeling like I ought to sleep
Spinning room is sinking deep
Searching for something to say
Waiting for the break of day
Twenty five or six to four
Twenty five or six to four",Relax
"Take me as I am
Put your hand in mine now and forever
Darling here I stand, stand before you now
Deep inside I always knew
It was you, you and me
Two hearts drawn together bound by destiny
It was you and you for me
Every road leads to your door
Every step I take forever more
Just say you'll love me for the rest of your life
I gotta lot of love and I don't want to let go
Will you still love me for the rest of my life?
Cause I can't go on
No, I can't go on
I can't go on
If I'm on my own",Energetic
"Take me as I am
Put your heart in mine, stay with me forever
'cause I am just a man who never understood
I never had a thing to prove
Till there was you
You and me
Then it all came clear so suddenly
How close to you that I want to be
Just say you'll love me for the rest of your life
I gotta lot of love and I don't want to let go
Will you still love me for the rest of my life?
Cause I can't go on
No, I can't go on
I can't go on
If I'm on my own",Energetic
"Saturday in the park
I think it was the Fourth of July
Saturday in the park
I think it was the Fourth of July
People dancing, people laughing
A man selling ice cream
Singing Italian songs
Eh Cumpari, ci vo sunari
Can you dig it? (Yes, I can)
And I've been waiting such a long time
For Saturday",Sad
"The feelin' was clear
Clear as a blue sky on a Sunday day
Everything was you, woah oh
'Cause no one made me feel
The way I felt with you, oh oh
Call on me 'cause
I love you
You know I do
You love me too
Then came a change
When I said I would soon be leavin' you
Nothin' else to do
Please remember I never lose the thought of you
Call on me 'cause",Happy
"As time goes on
I realize
Just what you mean
To me
And now
Now that you're near
Promise your love
That I've waited to share
And dreams
Of our moments together
Colour my world with Energetic of loving you",Happy
"I guess I thought you'd be here forever
Another illusion I chose to create
You don't know what you got until it's gone
And I found out a little too late
I was acting as if you were lucky to have me
Doin' you a favor, I hardly knew you were there
But then you were gone, and it all was wrong
Had no idea how much I cared
Now being without you takes a lot of getting used to
Should learn to live with it but I don't want to
Being without you is all a big mistake
Instead of getting easier, it's the hardest thing to take
I'm addicted to you babe, you're a hard habit to break",Sad
"Can't go on, just can't go on, on
Can't go on, just can't go on, on
Now being without you takes a lot of getting used to
Should learn to live with it but I don't want to
Being without you is all a big mistake
Instead of getting any easier, it's the hardest thing to take
I'm addicted to you
You're a hard habit to break (you're a hard habit to break) (just can't go on)
Such a hard habit to break (such a hard habit to break) (just can't go on)
I'm addicted to you
You're a hard habit to break (you're a hard habit to break) (just can't go on)
Such a hard habit to break (such a hard habit to break) (just can't go on)
I'm addicted to you baby",Sad
"As I was walking down the street one day
A man came up to me and asked me what the time was that was on my watch, yeah
And I said
Does anybody really know what time it is (I don't)
Does anybody really care (care about time)
If so I can't imagine why (no, no)
We've all got time enough to cry
And I was walking down the street one day
A pretty lady looked at me and said her diamond watch had stopped cold dead
And I said
Does anybody really know what time it is (I don't)
Does anybody really care (care about time)
If so I can't imagine why (no, no)
We've all got time enough to cry",Sad
"And knowing that you would have wanted it this way
I do believe I'm feelin' stronger every day
Yeah, yeah, yeah
Yeah, yeah, yeah
After what you've meant to me
Ooh, baby now
I can make it easily
Yeah, yeah, yeah
I know that we both agree
Best thing to happen to you
The best thing that happened to me
Yeah, yeah, yeah
Feelin' stronger every day
Feelin' stronger every day
Feelin' stronger every day
Feelin' stronger every day
Feelin' stronger every day",Energetic
"Then along comes a woman
There's a change in the way
That you're feeling tonight
Then along comes a woman
And you know that it's right
(And you know that it's right)
Then along comes a woman
There's a change in the air
That you're breathing tonight
Then along comes a woman
And you're holding her tight
Then along comes a woman
There's a change in the way
That you're feeling tonight
Then along comes a woman
And you know that it's right
(And you know that it's right)
Then along comes a woman
There's a change in the air
That you're breathing tonight
Then along comes a woman
And you're holding her tight",Relax
"Come hold me close
Never release me
Oh, baby don't release me
Open your arms, let my love in
Let me in, let me in, let me in
Love me tonight, love me forever
And ever
You know I can't forget you
Just you and me to carry on
Simple and free my lovely
To flow as one as love's reward
Lovin' you girl is so damn easy
Yeah, yeah
You are my love in my life
You are my inspiration
Just you 'n me
Simple and free
Baby you're everything I've ever dreamed of, yeah yeah",Happy
"When I'm with you
It doesn't matter where we are
Or what we're doing
I'm with you, that's all that matters
Time passes much too quickly
When we're together laughing
I wish I could sing it to you, whoa oh
I wish I could sing it to you
Oh oh oh oh oh oh woah oh oh oh
Oh oh oh oh oh oh woah oh oh oh
Mostly I'm silent, hmm
Silent",Happy
"Thought it wouldn't matter
If we didn't stay together,
And if it was over,
Maybe it was for the better.
I was thinking I'd be alright,
'til I thought it all through.
Now I know that I ain't really living
If I have to live without you.
I don't want to live without your love,
I don't want to face the night alone.
I could never make it through my life
If I had to make it on my own.
I don't want to love nobody else,
I don't want to find somebody new.
I don't want to live without your love,
I just want to live my life with you.",Energetic
"I am a man that you can count on
Call out my name and I'll be there
I'm a man you can be sure of, baby
It's your love that takes me there
I am a man that you can lean on
Call out my name and I'll be there
I'm a man you can be sure of, baby
It's your love that takes me there
I am a man that you can count on
Call out my name and I'll be there
I'm a man you can be sure of, baby
It's your love that takes me there, takes me there",Relax
"But if you see me walkin' by
And the tears are in my eyes
Look away, baby, look away
If we meet on the streets someday
And I don't know what to say
Look away, baby, look away
Don't look at me
I don't want you to see me this way
When we both agreed as lovers
We were better off as friends
That's how it had to be
Yeah, that's how it had to be",Sad
"And if we meet on the streets someday
And I don't know what to say
Look away, baby, look away
Don't look at me
I don't want you to see me this way
If you see me walkin' by
And the tears are in my eyes
Look away, baby, look away
And if we meet on the streets someday
And I don't know what to say
Look away, baby, look away
Don't look at me
I don't want you to see me this way",Sad
"When my days have come to an end
I will understand
What I left behind
Part of me
I've been searching
So long
To find and answer
Now I know my life has meaning, whoa
Searching (don't you know I'm)
For an answer
To the question
Oh yeah
""Who am I?""
Maybe (maybe it's true)
It's only natural (it's only natural baby, yeah)
Good things
In life
Take a long time (yeah yeah)",Energetic
"Old days
Good times I remember
Fun days
Filled with ship of pleasure
Drive-in movies
Comic books and blue jeans
Howdy Doody
Baseball cards and birthdays
Take me back
To the world gone away
Memories
Seem like yesterday
Oh, old days
Good times I remember
Gold days
Days I'll always treasure",Happy
